Gender,Age,Experience,Education Level,Test Score,Selected
Other,41,16,Bachelor,51,1
Male,21,24,Diploma,68,1
Other,31,15,High School,42,0
Male,30,7,High School,93,0
Other,40,19,Diploma,74,0
Male,25,13,Bachelor,63,0
Female,30,14,Master,45,0
Other,18,23,Master,55,1
Female,44,21,PhD,77,0
Female,34,28,PhD,62,0
Other,58,7,PhD,89,0
Male,26,23,Master,83,1
Female,44,14,Master,50,1
Female,43,13,Master,90,1
Male,38,10,PhD,92,0
Male,21,1,Bachelor,40,1
Other,31,23,PhD,61,0
Other,59,15,Master,76,1
Male,28,29,Bachelor,58,1
Female,21,23,Master,98,0
Male,51,18,Bachelor,45,1
Other,22,20,Diploma,72,0
Female,49,2,PhD,47,1
Female,33,7,High School,62,1
Other,45,17,Diploma,74,1
Female,19,16,PhD,73,1
Male,52,19,High School,64,0
Other,25,3,High School,54,0
Female,42,9,Bachelor,43,0
Other,40,26,PhD,74,1
Female,53,11,High School,82,0
Male,42,29,Master,67,0
Other,34,0,PhD,89,0
Female,43,2,Bachelor,90,1
Male,54,8,Diploma,49,1
Male,38,6,PhD,42,0
Male,22,25,Diploma,58,0
Female,41,26,Bachelor,96,1
Female,27,11,Bachelor,68,0
Male,19,25,High School,43,1
Male,43,13,Bachelor,49,0
Male,26,5,Bachelor,86,1
Male,47,15,Bachelor,68,1
Male,56,14,Diploma,44,0
Female,53,2,Master,42,0
Other,49,9,Master,43,1
Other,25,22,High School,47,0
Other,20,10,Diploma,66,0
Female,21,24,Bachelor,41,0
Other,42,29,High School,43,0
Other,44,23,Master,41,0
Other,33,27,High School,54,1
Other,40,27,Master,45,0
Male,43,25,Master,55,0
Female,32,4,PhD,96,1
Other,43,24,PhD,83,0
Male,42,23,High School,82,0
Other,59,8,Master,47,1
Other,28,26,Master,95,1
Other,30,15,Diploma,69,1
Other,18,12,High School,45,0
Other,53,5,High School,59,0
Male,48,12,Diploma,63,1
Other,39,20,High School,78,1
Male,53,8,Master,71,0
Other,22,10,High School,74,0
Female,36,22,Diploma,96,0
Male,48,23,High School,81,0
Other,40,9,Bachelor,44,0
Male,39,25,High School,90,0
Other,48,7,Bachelor,43,0
Other,38,3,Bachelor,69,0
Male,20,12,PhD,47,1
Other,28,6,High School,93,0
Other,29,22,PhD,72,0
Other,59,13,High School,80,1
Other,42,24,Bachelor,54,0
Other,38,28,Master,44,0
Other,24,11,PhD,88,0
Male,48,27,Diploma,83,0
Female,28,26,Master,60,0
Other,18,4,Bachelor,98,1
Male,31,5,High School,94,0
Female,40,21,PhD,92,0
Male,53,11,Bachelor,99,0
Female,22,14,PhD,40,0
Female,57,5,High School,53,0
Female,22,12,Bachelor,57,1
Male,19,16,High School,65,0
Female,55,24,Bachelor,52,0
Other,23,7,Diploma,96,0
Other,34,11,Master,95,0
Female,22,4,PhD,45,1
Female,31,3,Diploma,98,0
Other,53,6,Diploma,41,0
Male,45,0,PhD,56,0
Male,29,25,PhD,71,0
Other,50,16,Diploma,54,0
Male,57,24,Diploma,56,0
Male,41,27,Master,60,1
Female,35,27,Diploma,77,0
Male,28,11,High School,63,1
Other,42,4,Diploma,64,0
Male,36,25,High School,98,1
Female,21,7,PhD,90,0
Other,24,11,Diploma,62,1
Other,35,24,Bachelor,95,1
Other,32,27,Master,77,0
Female,59,24,Diploma,88,0
Other,32,24,Diploma,42,1
Female,19,20,High School,54,1
Female,58,27,PhD,49,0
Male,53,12,High School,77,1
Other,24,27,Bachelor,86,0
Male,46,19,Master,81,1
Male,42,11,Diploma,41,0
Female,38,14,High School,40,0
Male,29,13,PhD,53,0
Male,25,7,High School,71,0
Male,38,25,High School,77,1
Other,58,9,Bachelor,58,0
Male,41,24,Master,77,1
Female,53,8,Master,91,1
Other,19,5,Master,47,1
Female,46,7,Bachelor,50,0
Other,30,25,Bachelor,93,0
Other,42,12,PhD,96,1
Other,24,7,Diploma,84,0
Female,57,18,Master,63,1
Male,53,1,PhD,97,0
Other,53,6,Diploma,52,0
Female,28,17,Diploma,76,0
Other,46,18,High School,46,0
Male,34,29,Master,70,1
Other,30,15,Master,66,0
Female,26,19,Bachelor,40,0
Other,47,28,Bachelor,57,0
Female,59,21,Diploma,53,0
Male,26,21,Bachelor,48,0
Male,38,9,High School,54,0
Other,31,8,Master,52,0
Male,44,11,Master,56,1
Female,52,15,Diploma,68,1
Other,44,9,High School,76,1
Female,57,11,PhD,79,0
Other,42,22,PhD,81,1
Female,29,16,Diploma,50,0
Other,25,8,Diploma,43,1
Female,46,21,PhD,61,0
Female,22,15,Master,47,1
Other,55,19,High School,47,1
Female,36,2,Bachelor,71,1
Male,52,18,PhD,90,0
Female,56,19,PhD,66,0
Other,58,3,Bachelor,83,0
Male,42,27,PhD,69,0
Male,35,10,Diploma,43,0
Female,40,6,Master,81,0
Female,57,14,PhD,44,0
Female,47,25,Master,53,0
Male,18,19,Bachelor,90,1
Male,43,8,Master,86,1
Male,37,25,High School,61,1
Other,58,9,PhD,76,1
Other,58,5,Bachelor,57,0
Female,38,16,Master,58,0
Other,37,2,Bachelor,53,0
Other,20,9,Bachelor,69,0
Female,34,23,Master,44,0
Female,44,21,High School,82,0
Male,35,16,Master,42,0
Male,56,20,Diploma,85,0
Female,27,17,Master,96,0
Female,37,12,Diploma,70,0
Other,40,12,Diploma,90,1
Other,25,0,Diploma,61,0
Other,56,23,Bachelor,50,0
Female,54,9,High School,61,0
Female,18,2,Master,42,1
Male,24,26,Bachelor,74,1
Other,21,29,Bachelor,69,1
Male,45,1,High School,49,1
Female,36,11,PhD,60,0
Other,23,13,High School,42,1
Male,43,25,Diploma,63,0
Female,57,7,High School,65,0
Male,54,1,Master,78,0
Other,36,15,PhD,71,0
Male,34,17,High School,67,1
Male,46,4,Bachelor,70,0
Female,38,9,PhD,92,1
Other,22,28,Bachelor,56,1
Male,34,25,PhD,91,0
Female,55,25,PhD,74,0
Other,58,8,Bachelor,89,0
Female,57,3,Master,59,0
Other,24,13,Master,44,1
Female,44,3,High School,40,0
Female,48,24,Bachelor,77,0
Female,51,23,Master,89,1
Male,43,21,Master,76,0
Male,23,26,PhD,82,0
Female,48,26,Bachelor,94,0
Other,29,20,Diploma,68,0
Female,32,20,Bachelor,99,0
Male,18,16,Bachelor,69,1
Other,43,4,Bachelor,98,0
Male,54,5,Master,75,1
Female,23,11,PhD,83,0
Male,41,26,Master,59,1
Male,53,27,PhD,77,0
Male,36,2,Master,85,1
Female,35,9,Bachelor,43,1
Male,55,25,Master,75,1
Female,33,28,PhD,74,0
Female,34,7,PhD,79,0
Male,28,7,Diploma,52,1
Other,21,1,Diploma,95,0
Male,33,19,High School,68,0
Male,26,4,Diploma,75,1
Male,40,12,High School,59,0
Other,27,18,Master,65,1
Other,43,0,PhD,52,0
Female,53,24,Diploma,63,0
Other,56,28,Master,81,0
Other,20,12,High School,93,0
Male,37,9,Master,46,0
Female,34,29,Diploma,72,0
Female,45,23,Master,96,0
Other,18,4,Diploma,84,0
Other,53,17,PhD,51,0
Male,42,11,Diploma,66,1
Other,50,2,Master,81,0
Other,38,17,High School,57,1
Female,47,6,Diploma,53,0
Other,30,2,PhD,49,0
Male,56,19,PhD,46,1
Female,40,23,PhD,55,0
Female,23,7,Diploma,72,0
Other,36,26,Master,41,0
Male,27,5,Bachelor,71,0
Female,33,21,Bachelor,63,0
Male,30,22,Diploma,70,0
Male,39,25,High School,65,1
Other,19,16,Diploma,72,0
Male,59,23,Bachelor,69,0
Female,43,20,High School,53,0
Other,22,10,Bachelor,72,1
Female,47,17,Master,68,0
Male,54,8,PhD,54,1
Male,39,27,High School,86,0
Other,35,17,Master,88,0
Other,46,4,Diploma,52,0
Female,36,29,Bachelor,72,1
Female,21,8,PhD,82,1
Male,25,25,Bachelor,51,0
Other,44,1,High School,53,1
Male,46,4,Diploma,46,0
Male,50,20,High School,91,1
Female,24,14,Master,66,0
Female,52,21,Bachelor,86,0
Female,21,28,High School,79,0
Other,43,26,Diploma,85,0
Female,30,13,Bachelor,53,0
Other,28,24,High School,60,1
Male,56,0,PhD,87,1
Other,51,22,Diploma,42,0
Female,42,26,High School,60,0
Other,38,1,Diploma,62,0
Other,53,29,Master,77,0
Female,58,6,Master,81,0
Female,58,27,High School,66,0
Male,19,20,PhD,95,0
Other,42,6,Bachelor,92,0
Male,49,23,Master,90,1
Male,18,25,PhD,78,1
Other,50,16,PhD,68,0
Male,23,7,High School,57,1
Other,30,8,Bachelor,69,0
Male,34,11,Master,99,1
Male,33,23,Bachelor,76,1
Other,55,29,Master,58,0
Female,39,10,Diploma,89,0
Other,58,16,Bachelor,57,0
Female,24,25,Diploma,88,0
Other,19,6,Master,88,0
Other,18,27,PhD,85,0
Female,36,11,High School,75,0
Female,33,13,PhD,85,0
Other,51,12,Diploma,75,0
Other,46,21,Bachelor,51,0
Other,25,0,High School,63,0
Female,43,4,PhD,59,1
Other,28,29,High School,50,0
Female,27,4,High School,97,0
Male,21,9,Diploma,71,0
Female,51,8,High School,50,1
Male,40,25,Master,74,0
Other,19,24,Bachelor,71,0
Other,50,22,Bachelor,56,0
Female,49,20,High School,79,0
Male,37,25,High School,42,0
Other,30,10,High School,68,0
Other,20,11,High School,68,1
Male,46,19,High School,82,0
Other,35,10,Bachelor,76,0
Other,23,10,High School,49,0
Female,31,26,PhD,75,0
Other,21,1,Bachelor,84,0
Male,43,16,Diploma,94,1
Other,29,7,PhD,72,1
Female,55,2,Bachelor,76,0
Other,45,7,PhD,53,1
Male,58,18,PhD,91,1
Other,23,7,High School,52,0
Male,55,19,Master,67,1
Female,21,21,Diploma,51,1
Other,25,7,PhD,61,0
Other,48,15,PhD,94,1
Female,49,18,PhD,95,0
Male,21,21,High School,70,1
Male,45,2,High School,52,0
Other,24,19,High School,92,1
Male,26,18,Master,55,1
Male,20,15,Bachelor,56,1
Other,50,9,High School,92,0
Male,37,24,Diploma,75,1
Male,36,17,High School,40,1
Other,33,27,Bachelor,45,0
Other,20,18,Bachelor,67,0
Male,23,20,Bachelor,50,0
Other,55,3,PhD,54,0
Male,46,6,Master,69,0
Male,51,12,Bachelor,94,0
Male,31,1,Master,57,0
Male,43,26,High School,42,0
Other,51,27,Master,53,1
Other,26,6,Bachelor,41,0
Female,50,14,Master,85,1
Other,36,10,PhD,76,1
Female,26,5,High School,99,0
Male,56,29,Diploma,67,0
Other,23,19,High School,62,1
Male,40,16,Master,74,1
Female,26,4,High School,85,0
Other,43,21,Master,67,1
Other,27,14,Diploma,92,1
Other,23,8,High School,60,1
Other,31,22,Diploma,67,0
Male,34,11,Bachelor,84,1
Other,21,0,Bachelor,89,1
Female,31,25,Bachelor,79,1
Other,41,27,Diploma,75,0
Female,30,24,PhD,62,0
Female,54,2,PhD,47,0
Male,18,26,High School,84,1
Other,55,11,High School,58,0
Female,50,22,PhD,42,0
Other,34,6,Bachelor,86,0
Male,31,26,Master,95,1
Male,34,29,Bachelor,82,0
Other,33,16,Master,43,0
Female,24,26,Bachelor,49,0
Male,59,7,PhD,81,0
Female,29,29,High School,41,0
Female,40,25,Master,95,0
Other,57,22,PhD,78,0
Male,23,17,Diploma,94,0
Other,55,0,Diploma,84,1
Other,47,17,Bachelor,77,0
Other,39,5,Master,65,0
Female,18,6,Bachelor,80,0
Other,20,0,Diploma,94,0
Male,57,7,Bachelor,59,1
Female,57,0,Bachelor,58,0
Other,18,27,PhD,77,0
Male,54,19,High School,95,0
Other,53,8,Diploma,47,0
Other,50,28,High School,65,1
Other,55,17,PhD,72,1
Female,56,29,Bachelor,81,1
Other,28,15,Bachelor,68,0
Male,49,6,Diploma,47,0
Other,36,4,Diploma,84,1
Other,38,20,High School,46,1
Female,28,24,Bachelor,78,1
Other,39,0,PhD,76,0
Male,36,20,PhD,99,1
Male,45,25,Diploma,79,1
Other,49,10,Diploma,58,0
Male,43,22,High School,86,1
Male,36,20,Diploma,74,1
Other,32,6,High School,47,0
Male,22,10,Master,59,1
Male,29,0,Diploma,80,1
Other,40,19,High School,94,1
Female,34,17,Bachelor,89,0
Female,28,8,Master,95,0
Other,48,12,High School,63,0
Female,58,7,PhD,44,0
Female,25,12,Master,78,0
Female,57,28,PhD,49,0
Female,39,19,Bachelor,76,0
Other,49,27,Bachelor,70,0
Female,27,20,Bachelor,88,0
Female,56,26,Bachelor,44,1
Other,55,1,Master,99,1
Other,23,0,Bachelor,45,1
Female,52,7,Master,47,0
Male,28,9,Master,80,1
Other,35,4,PhD,63,0
Other,50,13,Diploma,56,0
Female,58,28,Diploma,68,0
Male,30,26,High School,62,0
Other,56,9,High School,74,0
Other,22,6,Diploma,53,1
Other,53,28,PhD,63,0
Male,42,12,Diploma,86,1
Other,21,14,Master,58,0
Other,46,1,Diploma,43,0
Male,41,7,High School,42,0
Other,59,10,Master,76,1
Male,38,11,PhD,42,1
Male,58,0,Master,91,0
Male,28,15,Bachelor,49,1
Female,44,5,Diploma,77,0
Other,54,25,Master,69,0
Other,58,25,Master,75,0
Other,27,15,Diploma,74,1
Male,28,8,PhD,51,0
Female,26,10,High School,87,1
Male,59,24,PhD,87,0
Other,20,11,Master,42,0
Male,23,21,High School,96,1
Female,42,8,Bachelor,99,0
Other,24,6,Master,93,1
Male,44,10,PhD,76,0
Female,39,22,PhD,98,0
Male,36,25,High School,65,0
Male,47,1,High School,86,0
Other,39,19,Master,40,0
Female,40,1,PhD,95,0
Male,29,23,High School,78,1
Female,19,17,High School,48,0
Other,46,23,PhD,76,0
Other,46,29,High School,80,0
Other,31,0,PhD,58,0
Female,26,29,Bachelor,50,0
Female,59,6,High School,96,0
Male,43,19,High School,57,0
Female,46,22,High School,52,0
Other,22,17,High School,94,1
Male,39,20,High School,42,0
Female,46,6,High School,69,0
Other,30,5,Master,50,0
Other,35,16,Diploma,92,1
Male,24,14,Diploma,63,0
Other,30,17,Bachelor,66,0
Female,53,22,High School,97,1
Other,38,14,PhD,72,0
Male,45,4,Bachelor,74,1
Other,55,6,PhD,55,1
Other,20,22,High School,91,0
Female,45,28,Diploma,85,1
Female,39,4,High School,93,0
Female,50,26,Bachelor,86,0
Female,30,13,Master,64,1
Other,58,11,PhD,42,0
Female,54,25,Diploma,55,0
Other,22,27,PhD,70,0
Female,53,6,Diploma,53,0
Female,57,17,Diploma,79,0
Female,25,15,Bachelor,97,1
Other,19,3,Master,94,0
Female,58,4,Diploma,42,0
Other,34,27,High School,87,0
Female,21,2,Bachelor,44,0
Female,36,2,Master,55,0
Male,51,18,PhD,94,1
Female,34,17,Diploma,78,0
Other,42,29,Master,91,0
Male,22,26,PhD,55,1
Other,34,21,PhD,52,0
Other,28,16,Master,88,0
Male,33,11,Master,48,0
Female,33,0,High School,50,0
Male,23,9,Bachelor,42,1
Other,55,16,Bachelor,66,1
Female,56,26,High School,43,0
Male,35,10,High School,58,0
Other,20,14,High School,93,1
Female,35,2,Diploma,53,1
Other,24,18,Diploma,69,0
Female,28,17,Diploma,89,0
Female,32,26,PhD,86,0
Male,54,25,High School,93,0
Female,31,20,Master,99,0
Other,40,8,PhD,63,0
Female,53,6,Master,70,0
Other,34,8,Master,46,0
Female,39,29,Master,81,0
Female,41,26,High School,58,0
Male,44,6,PhD,93,0
Female,34,25,Master,89,0
Female,40,23,High School,76,0
Other,24,4,PhD,52,1
Other,18,5,Diploma,86,1
Other,44,11,PhD,49,0
Female,51,2,Diploma,65,0
Other,54,8,Bachelor,98,0
Other,32,12,High School,57,0
Female,35,17,High School,88,0
Other,21,1,High School,74,0
Male,46,27,High School,67,0
Male,40,10,Diploma,64,0
Other,39,12,High School,45,0
Other,37,4,Master,45,1
Other,39,16,Bachelor,77,1
Female,29,10,Diploma,84,1
Male,52,4,Master,70,0
Male,43,21,Bachelor,81,0
Other,31,5,Diploma,98,0
Other,37,10,Bachelor,50,0
Female,53,8,PhD,86,0
Female,29,2,Master,69,0
Male,26,14,Bachelor,75,1
Female,50,24,Master,80,1
Male,41,10,High School,93,0
Other,26,21,Diploma,64,0
Other,41,9,Bachelor,86,1
Male,47,10,Diploma,88,0
Other,22,14,Diploma,72,0
Female,25,2,Bachelor,80,1
Other,32,7,Diploma,74,0
Other,37,20,PhD,87,0
Male,32,13,Master,56,0
Female,39,22,Diploma,45,0
Female,49,5,Bachelor,68,0
Other,23,15,Master,94,0
Other,55,13,Master,72,1
Female,50,17,Bachelor,50,0
Female,28,8,Bachelor,54,0
Male,45,6,Bachelor,50,1
Other,20,8,High School,81,0
Other,20,3,Diploma,91,0
Female,46,22,Bachelor,97,1
Male,28,21,Bachelor,66,0
Female,54,29,Bachelor,75,0
Other,49,27,PhD,56,0
Other,32,0,Master,75,0
Other,21,13,High School,89,1
Other,49,6,Master,97,1
Male,51,25,Master,63,0
Other,27,24,Master,40,1
Female,47,21,Master,97,1
Male,58,10,PhD,84,1
Male,35,5,High School,61,0
Other,34,27,High School,43,0
Male,22,3,Bachelor,92,0
Other,25,13,Diploma,87,0
Male,57,22,Diploma,41,0
Male,22,10,Bachelor,60,0
Female,34,5,Diploma,80,1
Female,56,19,High School,76,0
Female,56,22,Diploma,77,1
Male,59,29,Diploma,70,0
Female,44,12,PhD,99,0
Female,49,29,High School,86,0
Female,24,15,Bachelor,75,1
Male,39,9,Master,42,1
Other,29,7,Bachelor,74,1
Female,41,10,Diploma,95,0
Male,34,18,High School,71,0
Male,24,9,High School,41,1
Other,34,8,Bachelor,84,0
Female,37,5,Bachelor,92,1
Male,44,16,Diploma,77,0
Male,27,19,Master,80,1
Male,23,6,High School,91,0
Other,49,23,Diploma,69,1
Female,25,27,High School,80,0
Male,36,19,High School,74,0
Male,36,3,Diploma,80,1
Male,39,18,Master,76,0
Male,52,20,PhD,40,0
Female,45,28,Master,65,0
Female,50,8,Master,69,0
Male,23,23,PhD,90,0
Male,29,24,High School,55,1
Male,50,12,Bachelor,81,1
Other,51,0,Diploma,69,0
Other,29,28,High School,76,1
Other,54,23,Master,49,0
Male,53,7,Diploma,96,1
Other,20,16,Diploma,78,0
Female,53,26,PhD,83,0
Other,56,28,Bachelor,70,0
Male,45,8,PhD,59,1
Female,28,25,High School,45,0
Male,33,8,Diploma,74,0
Female,20,19,Diploma,84,1
Other,39,23,Master,96,0
Other,32,7,PhD,41,0
Female,52,11,Diploma,46,1
Female,37,9,PhD,54,0
Male,21,8,High School,95,1
Female,46,3,Diploma,89,0
Male,37,26,Bachelor,62,0
Female,46,11,PhD,93,0
Female,31,5,PhD,61,0
Other,18,27,Diploma,75,0
Other,35,13,PhD,47,0
Male,34,12,Master,61,1
Male,32,10,Diploma,64,0
Male,42,8,PhD,41,0
Female,30,10,Diploma,49,0
Female,50,18,Bachelor,66,0
Male,41,29,Master,55,1
Female,51,6,PhD,88,0
Other,28,2,PhD,77,0
Female,54,9,PhD,50,0
Other,42,15,Bachelor,40,0
Male,58,28,High School,80,1
Female,49,9,Bachelor,69,1
Male,18,18,Diploma,65,0
Other,46,29,High School,73,0
Male,58,10,Master,83,0
Other,28,17,Master,94,1
Other,39,24,High School,58,0
Male,29,1,PhD,97,0
Other,18,27,PhD,99,0
Male,33,29,Bachelor,95,1
Male,33,19,High School,89,1
Male,56,0,High School,68,1
Other,20,14,PhD,94,0
Other,54,12,Bachelor,75,0
Female,53,4,Diploma,93,0
Male,47,12,Bachelor,66,1
Male,20,28,Diploma,61,0
Male,52,13,High School,45,0
Male,48,6,PhD,63,0
Male,52,3,High School,65,0
Male,29,18,High School,97,1
Male,47,26,High School,81,0
Female,42,0,Bachelor,88,0
Female,40,17,Diploma,97,0
Male,34,3,High School,72,1
Male,57,28,High School,84,1
Female,18,12,Bachelor,48,0
Female,34,27,Diploma,55,0
Male,58,29,Master,52,0
Male,52,24,High School,78,0
Female,35,13,Diploma,41,0
Female,27,9,Master,44,0
Male,50,18,Bachelor,65,0
Female,23,28,PhD,92,1
Male,38,6,Master,66,0
Other,47,19,High School,72,0
Male,43,13,Master,95,1
Male,24,8,Diploma,65,0
Male,38,14,High School,75,0
Female,55,13,Bachelor,87,1
Male,50,5,PhD,43,1
Male,20,15,Diploma,65,1
Female,29,18,High School,48,0
Other,50,26,PhD,85,1
Other,41,17,Diploma,57,0
Female,24,18,High School,86,1
Male,25,12,Diploma,92,0
Other,54,6,PhD,42,0
Other,52,13,Diploma,72,0
Female,24,16,PhD,71,0
Other,21,7,PhD,93,1
Other,51,0,Bachelor,53,0
Female,56,12,Master,87,0
Other,39,14,PhD,64,0
Male,50,17,PhD,61,1
Female,28,27,High School,97,0
Male,26,17,Master,48,1
Male,59,17,High School,46,0
Female,32,26,Bachelor,88,0
Other,45,13,Master,63,0
Female,47,9,Diploma,91,0
Other,59,24,Bachelor,52,0
Male,40,7,Bachelor,44,0
Other,21,11,Bachelor,66,1
Male,31,23,Bachelor,68,1
Male,36,25,High School,81,0
Male,41,28,Master,69,0
Female,53,6,PhD,44,0
Other,24,23,PhD,94,0
Other,35,27,Master,78,1
Other,32,15,PhD,85,1
Male,22,5,Bachelor,87,0
Female,58,2,Bachelor,43,1
Other,53,16,PhD,88,1
Other,37,21,Bachelor,52,0
Female,24,27,Master,95,1
Other,27,14,High School,52,0
Female,18,4,Master,54,1
Female,51,13,Diploma,77,0
Other,40,21,Master,59,1
Female,47,1,Diploma,78,1
Female,59,23,Bachelor,41,0
Other,57,28,PhD,43,0
Male,36,16,Master,59,0
Other,50,3,Diploma,42,1
Other,51,12,Master,84,1
Male,33,24,PhD,57,1
Female,51,11,PhD,94,0
Other,47,6,Bachelor,98,1
Male,41,19,Diploma,94,0
Male,49,3,High School,86,0
Other,53,28,Diploma,48,0
Other,33,16,Diploma,89,1
Male,36,11,Diploma,92,1
Other,57,18,Diploma,71,0
Male,20,1,High School,89,0
Other,34,14,Bachelor,76,0
Male,48,20,Diploma,47,0
Other,20,10,PhD,63,0
Other,29,25,Diploma,56,0
Other,55,27,PhD,98,0
Female,47,20,Master,84,1
Other,57,19,Bachelor,51,0
Male,23,2,PhD,60,1
Male,30,22,High School,78,0
Female,51,6,High School,49,0
Female,22,1,Diploma,86,1
Female,39,24,PhD,47,0
Other,26,10,Bachelor,63,1
Other,50,6,PhD,98,1
Male,44,27,PhD,72,0
Male,29,7,PhD,72,0
Other,35,25,High School,72,0
Male,59,21,PhD,84,1
Other,26,27,PhD,52,0
Female,42,28,Bachelor,46,0
Other,47,21,PhD,55,0
Other,54,5,PhD,58,0
Other,59,19,Master,60,1
Male,33,12,Diploma,97,1
Other,44,16,PhD,74,1
Other,40,21,High School,41,0
Other,23,27,Bachelor,94,0
Female,48,19,PhD,96,1
Other,59,19,Diploma,72,0
Other,31,25,Master,53,0
Other,44,28,Diploma,65,1
Male,34,13,Diploma,64,0
Female,23,8,PhD,46,0
Female,31,14,Diploma,90,0
Other,36,24,Bachelor,48,0
Other,27,12,High School,80,0
Male,48,25,PhD,55,1
Other,44,15,High School,80,0
Male,56,0,High School,81,1
Other,57,25,Diploma,41,0
Male,20,24,Bachelor,83,1
Female,45,22,High School,58,1
Other,41,10,PhD,66,0
Male,54,18,High School,62,0
Male,28,1,PhD,59,0
Other,28,16,Diploma,63,0
Male,48,17,Diploma,80,0
Other,31,29,Master,43,0
Other,28,3,Master,50,0
Male,23,6,Bachelor,75,1
Male,18,0,PhD,86,1
Male,29,8,PhD,41,1
Female,19,2,Diploma,97,0
Other,53,6,Master,78,0
Other,26,6,Master,42,0
Female,33,6,Diploma,40,0
Female,58,3,Diploma,59,1
Male,59,25,Master,88,0
Other,51,14,High School,82,0
Female,18,26,PhD,90,1
Female,50,5,Bachelor,53,0
Other,19,5,Master,94,0
Other,46,22,Master,41,0
Other,59,21,Master,93,0
Male,26,18,Diploma,84,1
Female,25,13,Diploma,43,1
Male,45,11,Diploma,79,0
Other,20,24,Master,67,0
Other,28,13,PhD,90,1
Female,18,1,PhD,59,1
Male,23,27,Diploma,79,1
Male,59,4,PhD,56,0
Male,30,8,High School,98,1
Other,44,4,High School,44,0
Female,40,2,Master,52,0
Male,51,3,High School,51,0
Other,49,5,Master,62,1
Other,46,18,PhD,45,0
Male,23,4,PhD,50,1
Female,57,29,Diploma,66,0
Female,31,18,High School,72,0
Male,31,4,PhD,99,1
Other,50,26,Master,61,0
Other,41,23,Diploma,61,0
Male,52,29,High School,56,0
Other,28,23,Master,58,1
Other,31,4,High School,88,0
Male,43,23,Bachelor,92,1
Other,43,22,High School,47,0
Male,57,22,Bachelor,59,1
Male,51,5,Diploma,94,0
Male,32,23,Bachelor,98,1
Other,45,27,Bachelor,56,0
Male,48,1,High School,90,0
Other,19,9,High School,50,0
Male,39,17,High School,53,1
Female,58,1,PhD,90,0
Other,52,9,PhD,96,0
Other,35,16,Bachelor,60,1
Other,49,10,Bachelor,50,0
Female,52,3,Master,83,0
Male,23,7,High School,94,1
Female,21,24,High School,67,0
Male,47,7,Bachelor,82,0
Male,29,2,Bachelor,85,1
Male,54,28,Diploma,47,1
Male,25,23,Master,86,1
Male,38,11,PhD,42,1
Female,48,12,Master,90,1
Other,39,27,PhD,69,0
Female,31,12,PhD,51,0
Other,26,3,PhD,83,0
Other,50,19,Diploma,54,0
Other,33,5,High School,47,0
Female,35,1,High School,73,0
Male,33,18,Diploma,65,1
Male,47,18,High School,43,0
Other,29,24,Diploma,75,0
Male,31,25,Master,78,0
Male,57,24,High School,70,0
Female,54,29,High School,77,1
Male,47,27,High School,50,1
Male,38,23,PhD,75,0
Female,23,16,High School,54,1
Male,41,17,High School,57,0
Other,30,7,Bachelor,72,0
Female,45,5,High School,41,0
Male,34,17,Diploma,62,1
Male,27,1,PhD,90,1
Female,30,4,PhD,85,0
Other,50,14,PhD,89,1
Female,24,16,High School,48,0
Other,54,1,Bachelor,42,0
Female,22,2,High School,49,1
Male,50,22,High School,96,0
Female,51,19,Bachelor,96,1
Female,31,1,PhD,49,0
Other,38,25,PhD,41,0
Female,35,23,Master,96,0
Other,31,18,Diploma,58,0
Female,44,17,PhD,63,0
Male,56,2,Bachelor,74,1
Female,55,7,Bachelor,68,0
Male,43,19,PhD,75,0
Other,45,20,Diploma,56,0
Other,18,0,Bachelor,57,0
Other,30,20,PhD,87,0
Other,52,2,Bachelor,71,0
Female,39,13,Master,42,1
Female,20,1,High School,56,0
Female,38,14,Master,68,1
Male,18,29,PhD,77,1
Female,52,27,High School,93,0
Male,55,3,Diploma,72,1
Male,27,5,High School,48,1
Female,41,21,Master,84,0
Male,25,6,Master,49,0
Other,21,19,Diploma,91,0
Female,51,24,Bachelor,80,0
Female,49,24,Diploma,76,1
Male,42,20,PhD,63,0
Female,48,26,PhD,66,1
Female,55,4,Diploma,61,0
Male,27,22,Diploma,69,0
Female,52,10,Bachelor,86,1
Female,57,24,PhD,80,0
Female,30,13,Diploma,93,1
Male,31,13,PhD,74,0
Female,21,0,Diploma,45,1
Female,53,24,High School,86,1
Female,20,24,Diploma,45,1
Other,20,15,Bachelor,90,1
Female,20,1,High School,81,0
Male,25,29,Diploma,69,0
Other,44,14,Diploma,99,0
Male,26,25,Diploma,40,0
Female,23,26,High School,78,0
Female,37,20,Diploma,79,0
Female,53,9,High School,91,0
Other,27,6,PhD,83,0
Female,45,7,Bachelor,52,0
Male,21,19,Diploma,79,1
Other,19,6,Master,71,1
Male,55,28,Diploma,95,0
Male,18,28,High School,98,0
Male,20,25,High School,87,1
Male,22,23,High School,82,1
Male,25,21,High School,56,1
Female,33,2,Diploma,52,0
Male,29,17,Bachelor,56,1
Male,37,20,Diploma,44,0
Female,31,19,Diploma,63,0
Other,45,3,Bachelor,87,0
Female,50,29,Master,94,1
Other,59,19,Diploma,86,0
Male,41,21,Bachelor,71,0
Female,19,4,Master,53,1
Other,55,3,PhD,41,0
Other,58,27,Diploma,92,1
Female,23,8,Master,98,0
Female,50,0,Master,63,1
Female,22,3,Bachelor,66,1
